!{"Time":7,"AccX":0,"AccY":0,"AccZ":0,"GyroX":0,"GyroY":0,"GyroZ":0}
{"Time":433717,"AccX":0.48828124,"AccY":1.5371094,"AccZ":0.59570312,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":0.975609792}
{"Time":433866,"AccX":0.43457032,"AccY":1.3417968,"AccZ":0.63476564,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":434019,"AccX":0.59570312,"AccY":1.11230469,"AccZ":0.68847656,"GyroX":0.42682928,"GyroY":0.42682928,"GyroZ":0.85365856}
{"Time":434168,"AccX":0.52246092,"AccY":1.976562,"AccZ":0.67871096,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":434317,"AccX":0.46875,"AccY":1.8789062,"AccZ":0.66406248,"GyroX":0.42682928,"GyroY":0.792682944,"GyroZ":0.975609792}
{"Time":434465,"AccX":0.49804688,"AccY":1.488281,"AccZ":0.63964844,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":434615,"AccX":0.3955078,"AccY":1.976562,"AccZ":0.69335936,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":-1.36585332}
{"Time":434763,"AccX":0.53710936,"AccY":1.10742188,"AccZ":0.57617188,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":0.792682944}
{"Time":434915,"AccX":0.58593752,"AccY":1.9765625,"AccZ":0.73242184,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":435066,"AccX":0.46875,"AccY":1.1464843,"AccZ":0.64941408,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.670731712}
{"Time":435216,"AccX":0.57617188,"AccY":1.8300781,"AccZ":0.69824216,"GyroX":0.487804896,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":435367,"AccX":0.51757812,"AccY":1.390625,"AccZ":0.73242184,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":435516,"AccX":0.59082032,"AccY":1.12207031,"AccZ":0.68359376,"GyroX":0.792682944,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":435670,"AccX":0.61523436,"AccY":1.78125,"AccZ":0.64941408,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":435817,"AccX":0.51269532,"AccY":1.9277344,"AccZ":0.66894532,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":435969,"AccX":0.52246092,"AccY":1.4394531,"AccZ":0.57617188,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":436120,"AccX":0.5517578,"AccY":1.4394531,"AccZ":0.64941408,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":436270,"AccX":0.45898436,"AccY":1.2441406,"AccZ":0.65917968,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":436421,"AccX":0.60058592,"AccY":1.10253906,"AccZ":0.59570312,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":436573,"AccX":0.37597656,"AccY":1.3417968,"AccZ":0.6201172,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":436723,"AccX":0.57617188,"AccY":1.488281,"AccZ":0.6298828,"GyroX":0.731707328,"GyroY":0.487804896,"GyroZ":0.914634176}
{"Time":436874,"AccX":0.45898436,"AccY":1.2441406,"AccZ":0.60058592,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.975609792}
{"Time":437023,"AccX":0.46875,"AccY":1.6347656,"AccZ":0.65917968,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":437172,"AccX":0.52246092,"AccY":0.997070336,"AccZ":0.66894532,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.975609792}
{"Time":437325,"AccX":0.48339844,"AccY":1.1953125,"AccZ":0.59570312,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":437476,"AccX":0.58105468,"AccY":1.6347656,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":437628,"AccX":0.51269532,"AccY":1.5859375,"AccZ":0.60058592,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":437779,"AccX":0.5419922,"AccY":1.4882812,"AccZ":0.68359376,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":437928,"AccX":0.59082032,"AccY":1.1171875,"AccZ":0.53222656,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.731707328}
{"Time":438080,"AccX":0.53222656,"AccY":1.1953125,"AccZ":0.66406248,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.975609792}
{"Time":438231,"AccX":0.61035156,"AccY":1.78125,"AccZ":0.6201172,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":438380,"AccX":0.52246092,"AccY":1.1464843,"AccZ":0.67871096,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.731707328}
{"Time":438532,"AccX":0.5419922,"AccY":1.8300781,"AccZ":0.65429688,"GyroX":0.731707328,"GyroY":0.670731712,"GyroZ":0.670731712}
{"Time":438682,"AccX":0.546875,"AccY":1.78125,"AccZ":0.69824216,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":438830,"AccX":0.4736328,"AccY":1.390625,"AccZ":0.67871096,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":438978,"AccX":0.48339844,"AccY":1,"AccZ":0.66894532,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":439121,"AccX":0.57128908,"AccY":1.5371094,"AccZ":0.71777344,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":439274,"AccX":0.52734376,"AccY":1.5371094,"AccZ":0.63476564,"GyroX":0.792682944,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":439426,"AccX":0.50781248,"AccY":1.9277344,"AccZ":0.70312496,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":439575,"AccX":0.60058592,"AccY":1.390625,"AccZ":0.66894532,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":439726,"AccX":0.57617188,"AccY":1.6835937,"AccZ":0.625,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":439872,"AccX":0.44921876,"AccY":0.998046848,"AccZ":0.57128908,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.731707328}
{"Time":440026,"AccX":0.44433592,"AccY":1.2929687,"AccZ":0.61523436,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":440176,"AccX":0.48339844,"AccY":1.4882812,"AccZ":0.76171872,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":440328,"AccX":0.50781248,"AccY":1.9765625,"AccZ":0.61035156,"GyroX":0.609756096,"GyroY":0.42682928,"GyroZ":0.914634176}
{"Time":440479,"AccX":0.41992188,"AccY":1.4394531,"AccZ":0.73242184,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.731707328}
{"Time":440631,"AccX":0.56152344,"AccY":1.6835937,"AccZ":0.6298828,"GyroX":0.670731712,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":440780,"AccX":0.59082032,"AccY":1.10742188,"AccZ":0.60058592,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":440933,"AccX":0.48339844,"AccY":0.999023424,"AccZ":0.6298828,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.54878048}
{"Time":441083,"AccX":0.45898436,"AccY":0.997558592,"AccZ":0.60058592,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.731707328}
{"Time":441238,"AccX":0.52734376,"AccY":1.78125,"AccZ":0.73242184,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":441385,"AccX":0.52246092,"AccY":1.8300781,"AccZ":0.71289064,"GyroX":0.670731712,"GyroY":0.42682928,"GyroZ":-1.36585332}
{"Time":441536,"AccX":0.625,"AccY":1.78125,"AccZ":0.68847656,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":441680,"AccX":0.50781248,"AccY":1.2441406,"AccZ":0.6298828,"GyroX":0.670731712,"GyroY":0.792682944,"GyroZ":0.731707328}
{"Time":441831,"AccX":0.3857422,"AccY":1.10742188,"AccZ":0.68359376,"GyroX":0.670731712,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":441982,"AccX":0.60546876,"AccY":1.78125,"AccZ":0.63964844,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":442133,"AccX":0.57128908,"AccY":1.5371094,"AccZ":0.69335936,"GyroX":0.792682944,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":442284,"AccX":0.59082032,"AccY":1.78125,"AccZ":0.74218752,"GyroX":0.54878048,"GyroY":0.42682928,"GyroZ":0.85365856}
{"Time":442431,"AccX":0.44433592,"AccY":1.3417968,"AccZ":0.6201172,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":442582,"AccX":0.57617188,"AccY":1.3417968,"AccZ":0.68847656,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":442732,"AccX":0.61523436,"AccY":1.13671875,"AccZ":0.63476564,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.975609792}
{"Time":442886,"AccX":0.58105468,"AccY":1.12207031,"AccZ":0.75683592,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.54878048}
{"Time":443036,"AccX":0.49804688,"AccY":1.7324219,"AccZ":0.64453124,"GyroX":0.670731712,"GyroY":0.914634176,"GyroZ":0.792682944}
{"Time":443189,"AccX":0.55664064,"AccY":1.1171875,"AccZ":0.66894532,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":443338,"AccX":0.44921876,"AccY":1.3417968,"AccZ":0.63476564,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":443490,"AccX":0.42968752,"AccY":1.2441406,"AccZ":0.70800784,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":443642,"AccX":0.6298828,"AccY":1.2929687,"AccZ":0.67382816,"GyroX":0.792682944,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":443793,"AccX":0.57617188,"AccY":1.9277344,"AccZ":0.57617188,"GyroX":0.487804896,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":443944,"AccX":0.46875,"AccY":0.999511744,"AccZ":0.57128908,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":444095,"AccX":0.44433592,"AccY":1.976562,"AccZ":0.70312496,"GyroX":0.54878048,"GyroY":0.792682944,"GyroZ":0.975609792}
{"Time":444244,"AccX":0.50292968,"AccY":1.6835937,"AccZ":0.6201172,"GyroX":0.487804896,"GyroY":0.85365856,"GyroZ":0.85365856}
{"Time":444394,"AccX":0.44433592,"AccY":1.8789062,"AccZ":0.57617188,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":444546,"AccX":0.51269532,"AccY":1.7324219,"AccZ":0.71777344,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":444696,"AccX":0.42968752,"AccY":0.999023424,"AccZ":0.69824216,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":444849,"AccX":0.57617188,"AccY":1.5371094,"AccZ":0.625,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.792682944}
{"Time":444994,"AccX":0.51269532,"AccY":1.390625,"AccZ":0.57128908,"GyroX":0.365853664,"GyroY":0.792682944,"GyroZ":0.914634176}
{"Time":445146,"AccX":0.43945312,"AccY":1.4882812,"AccZ":0.58105468,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":-1.36585332}
{"Time":445295,"AccX":0.47851564,"AccY":1.1953125,"AccZ":0.72753904,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":445446,"AccX":0.43945312,"AccY":1.1953125,"AccZ":0.65917968,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":445596,"AccX":0.5517578,"AccY":1.1171875,"AccZ":0.61035156,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.731707328}
{"Time":445747,"AccX":0.42968752,"AccY":1.2929687,"AccZ":0.63964844,"GyroX":0.487804896,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":445899,"AccX":0.55664064,"AccY":1.8300781,"AccZ":0.59570312,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.609756096}
{"Time":446051,"AccX":0.50781248,"AccY":1.5859375,"AccZ":0.65429688,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":446200,"AccX":0.42968752,"AccY":1.5859375,"AccZ":0.68359376,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":-1.36585332}
{"Time":446352,"AccX":0.52246092,"AccY":0.999023424,"AccZ":0.63476564,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":446504,"AccX":0.49316408,"AccY":1.976562,"AccZ":0.60058592,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":446655,"AccX":0.56152344,"AccY":1.6347656,"AccZ":0.64453124,"GyroX":0.54878048,"GyroY":0.792682944,"GyroZ":0.85365856}
"Time":446806,"AccX":0.42968752,"AccY":1.390625,"AccZ":0.58593752,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":446954,"AccX":0.61523436,"AccY":1.78125,"AccZ":0.6298828,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":0.914634176}
{"Time":447100,"AccX":0.50781248,"AccY":1.7324219,"AccZ":0.64453124,"GyroX":0.609756096,"GyroY":0.42682928,"GyroZ":0.731707328}
{"Time":447252,"AccX":0.47851564,"AccY":1.6347656,"AccZ":0.64941408,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":447403,"AccX":0.45898436,"AccY":1.7324219,"AccZ":0.60546876,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":447554,"AccX":0.57617188,"AccY":1.4882812,"AccZ":0.63476564,"GyroX":0.731707328,"GyroY":0.792682944,"GyroZ":0.731707328}
{"Time":447706,"AccX":0.49804688,"AccY":1.976562,"AccZ":0.6201172,"GyroX":0.42682928,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":447852,"AccX":0.59570312,"AccY":1.6835937,"AccZ":0.73730472,"GyroX":0.670731712,"GyroY":0.792682944,"GyroZ":-1.97561}
{"Time":448002,"AccX":0.44921876,"AccY":1.8300781,"AccZ":0.57617188,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":448153,"AccX":0.5419922,"AccY":1.5859375,"AccZ":0.625,"GyroX":0.85365856,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":448296,"AccX":0.42480468,"AccY":1.4882812,"AccZ":0.67382816,"GyroX":0.487804896,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":448449,"AccX":0.56640624,"AccY":1.6835937,"AccZ":0.73730472,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.914634176}
{"Time":448601,"AccX":0.51757812,"AccY":1.4882812,"AccZ":0.64941408,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":-1.97561}
{"Time":448749,"AccX":0.64453124,"AccY":1.4882812,"AccZ":0.64453124,"GyroX":0.670731712,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":448901,"AccX":0.51757812,"AccY":1.5859375,"AccZ":0.6201172,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":449051,"AccX":0.49804688,"AccY":1.1953125,"AccZ":0.68847656,"GyroX":0.731707328,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":449204,"AccX":0.59082032,"AccY":1.8789062,"AccZ":0.60058592,"GyroX":0.487804896,"GyroY":0.792682944,"GyroZ":0.975609792}
{"Time":449355,"AccX":0.47851564,"AccY":1.3417968,"AccZ":0.65917968,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":449505,"AccX":0.44921876,"AccY":1.3417968,"AccZ":0.74218752,"GyroX":0.731707328,"GyroY":0.792682944,"GyroZ":0.792682944}
{"Time":449657,"AccX":0.59570312,"AccY":1.10253906,"AccZ":0.66406248,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":449810,"AccX":0.59082032,"AccY":1.6835937,"AccZ":0.68359376,"GyroX":0.42682928,"GyroY":0.731707328,"GyroZ":0.975609792}
{"Time":449960,"AccX":0.56640624,"AccY":1.6835937,"AccZ":0.64453124,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":450113,"AccX":0.5517578,"AccY":1.5371094,"AccZ":0.60058592,"GyroX":0.609756096,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":450263,"AccX":0.49804688,"AccY":1.2441406,"AccZ":0.58105468,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":450413,"AccX":0.57617188,"AccY":1.6835937,"AccZ":0.68359376,"GyroX":0.42682928,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":450564,"AccX":0.50781248,"AccY":0.999511744,"AccZ":0.67871096,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":450717,"AccX":0.5419922,"AccY":1.8300781,"AccZ":0.68359376,"GyroX":0.670731712,"GyroY":0.85365856,"GyroZ":-1.97561}
{"Time":450865,"AccX":0.56152344,"AccY":1.10253906,"AccZ":0.61523436,"GyroX":0.792682944,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":451016,"AccX":0.53710936,"AccY":1.1464843,"AccZ":0.60058592,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":451169,"AccX":0.46875,"AccY":1.2441406,"AccZ":0.64941408,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":451316,"AccX":0.47851564,"AccY":0.999511744,"AccZ":0.69824216,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":451470,"AccX":0.5517578,"AccY":1.4882812,"AccZ":0.63964844,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":-1.36585332}
{"Time":451620,"AccX":0.46875,"AccY":1.1464843,"AccZ":0.65429688,"GyroX":0.42682928,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":451767,"AccX":0.50292968,"AccY":1.2929687,"AccZ":0.64453124,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":451919,"AccX":0.51269532,"AccY":1,"AccZ":0.66406248,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":0.85365856}
{"Time":452060,"AccX":0.61035156,"AccY":1.390625,"AccZ":0.60058592,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":-1.36585332}
{"Time":452209,"AccX":0.53222656,"AccY":1.4882812,"AccZ":0.65429688,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":452360,"AccX":0.58105468,"AccY":1.2441406,"AccZ":0.57128908,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":0.731707328}
{"Time":452512,"AccX":0.3955078,"AccY":1.78125,"AccZ":0.59082032,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":452660,"AccX":0.546875,"AccY":1.9277344,"AccZ":0.63964844,"GyroX":0.731707328,"GyroY":0.670731712,"GyroZ":0.975609792}
{"Time":452809,"AccX":0.59082032,"AccY":1.78125,"AccZ":0.64941408,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":452959,"AccX":0.49804688,"AccY":1.4882812,"AccZ":0.67382816,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":453110,"AccX":0.58593752,"AccY":1.12207031,"AccZ":0.63476564,"GyroX":0.792682944,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":453264,"AccX":0.58593752,"AccY":1.1953125,"AccZ":0.63476564,"GyroX":0.487804896,"GyroY":0.914634176,"GyroZ":0.85365856}
{"Time":453414,"AccX":0.5419922,"AccY":1.78125,"AccZ":0.69335936,"GyroX":0.85365856,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":453561,"AccX":0.44433592,"AccY":1.390625,"AccZ":0.59082032,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":-1.36585332}
{"Time":453710,"AccX":0.55664064,"AccY":1.7324219,"AccZ":0.66406248,"GyroX":0.85365856,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":453861,"AccX":0.4736328,"AccY":1.4394531,"AccZ":0.546875,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":454008,"AccX":0.5419922,"AccY":1.78125,"AccZ":0.67382816,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":454157,"AccX":0.55664064,"AccY":1.7324219,"AccZ":0.68359376,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":454307,"AccX":0.4736328,"AccY":1.4882812,"AccZ":0.61523436,"GyroX":0.731707328,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":454458,"AccX":0.5419922,"AccY":1.390625,"AccZ":0.7666016,"GyroX":0.487804896,"GyroY":0.792682944,"GyroZ":0.85365856}
{"Time":454605,"AccX":0.51269532,"AccY":1.8300781,"AccZ":0.52734376,"GyroX":0.54878048,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":454754,"AccX":0.48828124,"AccY":0.997070336,"AccZ":0.61523436,"GyroX":0.731707328,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":454908,"AccX":0.6201172,"AccY":1.12207031,"AccZ":0.63964844,"GyroX":0.487804896,"GyroY":0.487804896,"GyroZ":0.792682944}
{"Time":455060,"AccX":0.49316408,"AccY":0.997070336,"AccZ":0.57128908,"GyroX":0.609756096,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":455214,"AccX":0.41503908,"AccY":1.3417968,"AccZ":0.60058592,"GyroX":0.487804896,"GyroY":0.609756096,"GyroZ":0.731707328}
{"Time":455365,"AccX":0.5419922,"AccY":1.6835937,"AccZ":0.63476564,"GyroX":0.42682928,"GyroY":0.365853664,"GyroZ":0.85365856}
{"Time":455514,"AccX":0.45898436,"AccY":1.488281,"AccZ":0.68359376,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":-1.36585332}
{"Time":455665,"AccX":0.51757812,"AccY":1.2929687,"AccZ":0.74707032,"GyroX":0.487804896,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":455816,"AccX":0.52734376,"AccY":1.10253906,"AccZ":0.65917968,"GyroX":0.609756096,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":455968,"AccX":0.59082032,"AccY":1.488281,"AccZ":0.58593752,"GyroX":0.731707328,"GyroY":0.54878048,"GyroZ":0.914634176}
{"Time":456119,"AccX":0.44921876,"AccY":1.4394531,"AccZ":0.63476564,"GyroX":0.54878048,"GyroY":0.670731712,"GyroZ":0.914634176}
{"Time":456269,"AccX":0.59082032,"AccY":1.1171875,"AccZ":0.5517578,"GyroX":0.54878048,"GyroY":0.731707328,"GyroZ":0.85365856}
{"Time":456418,"AccX":0.4736328,"AccY":1.1464843,"AccZ":0.63476564,"GyroX":0.670731712,"GyroY":0.731707328,"GyroZ":0.670731712}
{"Time":456569,"AccX":0.50292968,"AccY":1.10742188,"AccZ":0.64453124,"GyroX":0.792682944,"GyroY":0.670731712,"GyroZ":0.85365856}
{"Time":456721,"AccX":0.52246092,"AccY":1.5371094,"AccZ":0.73730472,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":456873,"AccX":0.48828124,"AccY":1.2441406,"AccZ":0.59570312,"GyroX":0.54878048,"GyroY":0.85365856,"GyroZ":0.975609792}
{"Time":457023,"AccX":0.53222656,"AccY":1.5371094,"AccZ":0.73730472,"GyroX":0.670731712,"GyroY":0.792682944,"GyroZ":-1.36585332}
{"Time":457175,"AccX":0.546875,"AccY":1.390625,"AccZ":0.63964844,"GyroX":0.670731712,"GyroY":0.609756096,"GyroZ":0.792682944}
{"Time":457324,"AccX":0.52734376,"AccY":1.4882812,"AccZ":0.5517578,"GyroX":0.609756096,"GyroY":0.487804896,"GyroZ":-1.36585332}
{"Time":457475,"AccX":0.56152344,"AccY":1.390625,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.42682928,"GyroZ":0.85365856}
{"Time":457623,"AccX":0.50781248,"AccY":1.4882812,"AccZ":0.68847656,"GyroX":0.54878048,"GyroY":0.609756096,"GyroZ":0.914634176}
{"Time":457775,"AccX":0.56640624,"AccY":1.5371094,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.731707328,"GyroZ":0.731707328}
{"Time":457926,"AccX":0.44433592,"AccY":1.2441406,"AccZ":0.63964844,"GyroX":0.42682928,"GyroY":0.609756096,"GyroZ":0.85365856}
{"Time":458077,"AccX":0.46875,"AccY":1.390625,"AccZ":0.61523436,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.792682944}
{"Time":458223,"AccX":0.51269532,"AccY":1.4882812,"AccZ":0.51757812,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":0.975609792}
{"Time":458375,"AccX":0.45898436,"AccY":1.2929687,"AccZ":0.6201172,"GyroX":0.365853664,"GyroY":0.731707328,"GyroZ":0.914634176}
{"Time":458526,"AccX":0.43945312,"AccY":0.999511744,"AccZ":0.64453124,"GyroX":0.54878048,"GyroY":0.792682944,"GyroZ":-1.36585332}
{"Time":458679,"AccX":0.53222656,"AccY":1.5859375,"AccZ":0.65429688,"GyroX":0.609756096,"GyroY":0.792682944,"GyroZ":-1.97561}
{"Time":458827,"AccX":0.53710936,"AccY":1.11230469,"AccZ":0.70312496,"GyroX":0.792682944,"GyroY":0.54878048,"GyroZ":0.731707328}
{"Time":458980,"AccX":0.46875,"AccY":1.2441406,"AccZ":0.65429688,"GyroX":0.670731712,"GyroY":0.487804896,"GyroZ":-1.36585332}
{"Time":459128,"AccX":0.53222656,"AccY":1.5371094,"AccZ":0.59570312,"GyroX":0.914634176,"GyroY":0.670731712,"GyroZ":0.792682944}
{"Time":459281,"AccX":0.53710936,"AccY":1.8300781,"AccZ":0.65917968,"GyroX":0.670731712,"GyroY":0.54878048,"GyroZ":0.85365856}
{"Time":459430,"AccX":0.44433592,"AccY":1.5371094,"AccZ":0.60546876,"GyroX":0.54878048,"GyroY":0.487804896,"GyroZ":0.85365856}
{"Time":459580,"AccX":0.45410156,"AccY":1.78125,"AccZ":0.61035156,"GyroX":0.54878048,"GyroY":0.792682944,"GyroZ":0.792682944}
{"Time":459729,"AccX":0.48828124,"AccY":1.7324219,"AccZ":0.5517578,"GyroX":0.670731712,"GyroY":0.670731712,"GyroZ":0.975609792}
